product_name,product_price,number_of_reviews,product_category,product_source
Tablet Case For Lenovo Tab M8 4th Gen Tri-Fold Slim Cover Folio PU Leather Protective Standing Cover,"KSh 2,599",(0),computers-accessories,Oversea Shipment
Computer Small Audio Mini Desktop Computer  Laptop Sound Equipment Multimedia USB Wired Speaker Portable Home 2.0 Horn Subwoofer Speaker Small Body Big Power Fashionable Appearance Computer Must,"KSh 1,199",(0),computers-accessories,Oversea Shipment
Modio KIDS STUDY TABLETS 6GB/256GB- SIMCARD SLOT,"KSh 7,999",(6),computers-accessories,Local Dispatch
CD Player External DVD Drive USB 2.0 Portable DVD/CD-ROM Player CD-RW Burner Writer Recorder Drive,"KSh 2,799",(8),computers-accessories,Oversea Shipment
UltraFire 3.7V li-ion 18650 Rechargeable BRC Lithium Battery Batteries With Protection Board ,KSh 499,(0),computers-accessories,Local Dispatch
[+2 Free OTG Adapters] Metal waterproof high speed 32G 64G 128G 256G flash disk flash drive flashdisk USB flash disks USB Flash Drives flashdisks flashdrive flashdrives pen drive pendrive 64GB 128GB,KSh 459,(38),computers-accessories,Oversea Shipment
(Core i7+8GB+128GB SSD)Refurbished Dell Latitude 7240 Laptop |Intel Core i7 | 8GB RAM | 128GB SSD Original Computer | Notebook | 12.5 Inch Display Bluetooth Webcam |Windows 11 | Office 2019 ,"KSh 18,999",(0),computers-accessories,Local Dispatch
"Magnetic cable manager, home network cable strip plug and wiring, arrangement, buckle data cable, charging cable storage, fixed cable manager",KSh 199,(0),computers-accessories,Oversea Shipment
HIGH PRESSURE CAR WASHING MACHINE WITH 2 BATTERIES,"KSh 6,322",(2),computers-accessories,Local Dispatch
( SPECIAL OFFER ) Touchscreen 2 in 1 laptop  Refurbished Lenovo Thinkpad Yoga 11E Intel Celeron 5th Gen 4GB RAM 128GB SSD  11.6''inch Refurbished LaptopComputer Notebook,"KSh 13,199",(0),computers-accessories,Local Dispatch
Tablet Accessories Folding Folio Case Cover wit Micro USB/TYPE-C Keyboard for Android Tablet Samsung HUAWEI Apple Black / Type-C port 10 inch,"KSh 1,999",(3),computers-accessories,Oversea Shipment
4G router Wireless lte wifi modem Sim Card Router MIFI pocket hotspot 8 WiFi users built-in battery portable WiFi,"KSh 3,486",(2),computers-accessories,Oversea Shipment
"Wireless Mouse And Keyboard - 2.4 GHZ Numeric Keyboard, Wireless Keyboard And Mouse Combo","KSh 1,399",(0),computers-accessories,Local Dispatch
Generic Wired Keyboard For Computer - USB,KSh 790,(2),computers-accessories,Local Dispatch
Hot Sale DualShock 4 Wireless Bluetooth PS4 Controller for PlayStation 4,"KSh 2,520",(118),computers-accessories,Oversea Shipment
Shockproof Case Slide Lens 360 Protect Back Panel for iPhone14 Luxury Case iPhone 14 Pro Max 13 Mini 12 Xr 11 Plus 8 Phone Cover,"KSh 2,718",(2),computers-accessories,Oversea Shipment
"Ultra High Speed Gold Plated  HDMI to HDMI Cable For Projector, Laptop, Scanner, Monitor, Television Play StationAvailable in 1.5,3,5,10,20,30 Metres 4KVideos",KSh 474,(0),computers-accessories,Local Dispatch
Digital To Analog Audio Converter  Optical Coaxial Toslink Digital Analog Converter Adapter -,KSh 850,(1),computers-accessories,Local Dispatch
FitDisk new 32G 64G 128G metal waterproof high-speed USB Flash Drives flash disk pen drive flashdisk flash drive pendrive   flash disks pen drive USB FlashDrives flashdrive  flashdisks 32GB 64GB 128GB,KSh 449,(1),computers-accessories,Oversea Shipment
New Metal USB 3.0 32GB 64GB 128GB USB Flash Drives flash disk Pen Drive Pendrive USB Flash Drive flashdisk flash disks flashdrive flashdrives flashdisks pen drive 32G 64G 128G Data Storage,KSh 399,(261),computers-accessories,Oversea Shipment
"Hp Probook 650 G2 - Core i5 6th Gen - 8gb Ram - 500gb HDD - 15.6"" 2.4Ghz- 3.30Ghz Processor  LED Backlit  Bluetooth Webcam Laptop - Refurbished Notebook - Windows 10 pro Office 2019","KSh 22,999",(0),computers-accessories,Local Dispatch
"CARTOON NETWORK LAPTOP SKIN/COVER/STICKER, for Laptop size 11"" 13.3"" 14"" 15"" 15.4"" 15.6 Universal Vinyl Skin Sticker Cover.",KSh 700,(1),computers-accessories,Local Dispatch
Dualshock 4 PlayStation 4 Wireless Controller PS4 PAD,"KSh 2,550",(44),computers-accessories,Local Dispatch
F&K Lock With 2 Keys For Notebook Laptop- HIGHLY RELIABLE  VERY HIGH QUALITY WITH warrant,KSh 702,(0),computers-accessories,Local Dispatch
ONTi Fiber Optical Cable Ribbon Stripper Miller MSAT 5 Loose Tube Buffer Mid-Span Access Tool 1.9mm to 3.0mm Replaceable Blade,"KSh 2,842",(0),computers-accessories,Oversea Shipment
"Laptop Charger Adapter -18.5V 3.5A Small Pin - For Hp AC-Input: 100-240V, 50-60Hz. • Surge protection, over-current protection, voltage protection and over-temperature protection.","KSh 1,145",(0),computers-accessories,Local Dispatch
{Best Offer } Lenovo Thinkpad X260 laptop Core i5 2.40 GHz 4GB Ram 500GB HDD Storage 12.5''INCH HD Screen Display Refurbished  School Business Cyber Laptop Computer | Notebook,"KSh 18,799",(0),computers-accessories,Local Dispatch
Power Max 4-Way Socket Extension Cable Comes with a 3 meter long cable has a Surge Protector no need of No need for TV/ Fridge Guard  when you buy this extension,"KSh 1,025",(2),computers-accessories,Local Dispatch
Fashion Laptop bag black + free 16gb flash,"KSh 2,200",(0),computers-accessories,Local Dispatch
"HP Big Pin Laptop Charger HP 65W 18.5V, 3.5A","KSh 1,249",(3),computers-accessories,Local Dispatch
"Hipro Universal Laptop Charger – Compatible with Dell, HP, Lenovo, Asus, and Acer Laptops, 65W/90W Power Adapter",KSh 999,(0),computers-accessories,Local Dispatch
All-Copper Dual-Shielded XLR 3-Pin Male to Dual Female Audio Adapter Cable - 0.3m Length,"KSh 1,099",(0),computers-accessories,Oversea Shipment
0.5m 1m 2m 3m 5m 10m 15m 20m 30m Cable CAT6 Flat Ethernet Cable RJ45 Patch LAN CAT 6 Network cable For Computer Router Laptop,KSh 599,(2),computers-accessories,Oversea Shipment
Bebe Kids Tablet-WIFI -4GB RAM 64GB,"KSh 6,500",(0),computers-accessories,Local Dispatch
"3.5 Inch HDD Enclosure Case, USB 3.0 5Gbps to SATA Support UASP Drives Designed for Notebook PC","KSh 3,999",(1),computers-accessories,Oversea Shipment
Tablet Case for Samsung Galaxy Tab A7 10.4inch SM-T500 / SM-T505 Case PU Leather Smart Case with Stand,"KSh 1,899",(0),computers-accessories,Oversea Shipment
Limited  Hot  Offers Refurbished HP Elitebook 850 g3 Laptop Intel core i7-6200U 2.3GHz 8GB RAM 256GB SSD storage 14Inch HD Display Refurbished Original Computer Notebook Stock Clearance Hot Offers,"KSh 25,599",(0),computers-accessories,Local Dispatch
Foam Cleaner for all Accessories - 1pc normal Green M,KSh 329,(21),computers-accessories,Local Dispatch
"Flip Case for 7.9 9.7 10.2 10.5 11 inch iPad Apple Tablet , Painted Cover for Apple iPad","KSh 1,688",(1),computers-accessories,Oversea Shipment
Refurbished HP Probook 640 G1 Intel Core i5 8GBRAM 500GB HDD-Storage - Radeon Graphics- 14'' Windows 10 Refurbished Laptops Notebook Computer Refurbished Hp Laptop,"KSh 17,799",(21),computers-accessories,Local Dispatch
(NOT FOR SALE) DELL WIRED MOUSE,KSh 450,(2),computers-accessories,Local Dispatch
"Refurbished Laptop Lenovo Thinkpad T430 Intel Core i5 3th Gen 4GB+320GB+12.5"" Windows 10 Refurbished Lenovo Laptops Notebook Black 12 inch","KSh 13,299",(2),computers-accessories,Local Dispatch
"Keyboard For Smart TV Remote Control For Android TV Wireless Keyboard For Android TV, Android Box - as_pic","KSh 1,299",(6),computers-accessories,Local Dispatch
1 Pair Portable Invisible Laptop Stand Cooling Pad For Notebook Mobile Phone Universal,KSh 999,(7),computers-accessories,Oversea Shipment
"(LIMITED SPECIAL OFFER) LENOVO YOGA 11E TOUCHSCREEN INTEL CELERON 8GB RAM 256GB  SSD  STORAGE X360 2 IN 1 LAPTOP REFURBISHED , INSTALLED WINDOWS 10 PRO AND FREE MOUSE","KSh 17,999",(12),computers-accessories,Local Dispatch
UCOM Single PC Gaming Pad Joystick | UCOM PC USB Dualshock Game Controller Pad,KSh 649,(0),computers-accessories,Local Dispatch
Sony PS3 Pad Dual Shock 3 Wireless Controller DOUBLE SHOCK- Black,"KSh 1,200",(118),computers-accessories,Local Dispatch
Fused 2 Pin Power Cable with UK Plug Connector 1.5 Metres | Electric Cord fused Power Cable 2Pin Cable 1.5 Metres 250V 2.5A Power Cord UK Power Cable for TV Printers Radio,KSh 380,(3),computers-accessories,Local Dispatch
320 GB Hard Drive Internal Laptop Hard Disk,"KSh 2,000",(0),computers-accessories,Local Dispatch
S10 handle game console 500+ games two-player arcade connected to TV nostalgic retro handheld game console gift for children,"KSh 2,720",(0),computers-accessories,Fulfilled By Kilimall
"(BLACK FRIDAY) TOUCHSCREEN HP ELITEBOOK 1030 G2, 7TH GENERATION , 16GB RAM 512GB SSD CORE I7 REFURBISHED LAPTOP X360  INSTALLED WINDOWS 11 PRO","KSh 45,999",(0),computers-accessories,Local Dispatch
USB Hub 2.0 USB Splitter Micro USB 3.0 Hub Multi Type C Hub Card Reader All In One USB C Adapter,KSh 799,(38),computers-accessories,Oversea Shipment
"4G WIFI MIFI Universal Pocket/Mobile MiFi 4G USB FAIBA, AIRTEL,SAFARICOM,TELKOM premium quality with high transmission of signal","KSh 2,185",(0),computers-accessories,Local Dispatch
Wall Mending Agent Wall Repair Cream with Scraper Board Tile Crack Repair Anti-mold Filler Room Paint Cleaner Adhesive,KSh 403,(2),computers-accessories,Local Dispatch
LASER POINTER PRESENTATION PEN UV LIGHT FAKE MONEY DETECTOR,KSh 546,(0),computers-accessories,Local Dispatch
oraimo Smart Mouse F 1200 DPI Wireless Mouse,"KSh 1,645",(0),computers-accessories,Local Dispatch
Mini Air Mouse W1 C120 Fly Air Mouse Wireless Keyboard airmouse For 9.0 8.1 Android TV Box/PC/TV Smart TV Portable Mini 2.4G,"KSh 2,899",(0),computers-accessories,Oversea Shipment
VEFASONIC USB3.0 Flashdisk 32GB 64GB 128GB 256GB 512GB Metal Flash Drive Memory Stick Pendrive 32G 64G 128G 256G 512G Black,"KSh 1,259",(1),computers-accessories,Oversea Shipment
Sokany 6A 120W USB To TYPE-C Charge Fast Cable 200CM,KSh 499,(0),computers-accessories,Local Dispatch
USB 3.0 SATA Cable Adapter Up to 6 Gbps Extension Computer Cables Connectors Support 2.5 Inches External Ssd Hdd Hard Drive USB USB 3.0 23cm,KSh 899,(8),computers-accessories,Local Dispatch
Display Port To HDMI Cable Adapter Male To Female Cable,KSh 450,(7),computers-accessories,Local Dispatch
2.5 Inch Transparent Enclosure USB 2.0 SATA External Hard Disk Casing,KSh 999,(1),computers-accessories,Local Dispatch
Refurbished HP EliteDesk 800 G1 Intel Core i5 4th Gen 3.2Ghz 8GB RAM 500GB Refurbished  Desktop HDD Windows 10,"KSh 10,199",(0),computers-accessories,Local Dispatch
"WIRELESS Cordless Mouse, 2.4G Ergonomic Cordless Mouse for Laptop Cordless Optical Mice with USB Receiver Compatible with PC Computer Notebook TV (Black) + AAA BATTRIES",KSh 550,(1),computers-accessories,Local Dispatch
"Laptop Sleeve Bag For MacBook PRO, MacBook Air, Notebook Computer, Tablet, iPad 14 Inches",KSh 999,(15),computers-accessories,Local Dispatch
Wired Keyboard And Mouse Set Usb Luminous Mechanical Keyboard And Mouse  For PC Laptop Computer Game Office  Office Gaming Keyboard Mouse Combo USB RGB Backlit Luminous Mechanical Keyboard -,"KSh 1,499",(0),computers-accessories,Local Dispatch
Classic vintage copper flash drive 32G 64G 128G USB Flash Drives flash disk flashdisk pendrive flashdrive flash disks  Computers & Accessories > Data Storage,KSh 549,(36),computers-accessories,Oversea Shipment
2PCS Bluetooth 2.4G Wireless Controller For Nintendo Switch Pro PC TV Box Smart Phone Tablet PS3 Tesla Shock Joystick Gamepad,"KSh 2,999",(0),computers-accessories,Oversea Shipment
1.5M Desktop CPU Monitor and Projector Power Cable 3-Pin UK Plug,KSh 269,(0),computers-accessories,Local Dispatch
Limited Time Offer Refurbished Lenovo Thinkpad X1 Yoga Core I7 7th Generation 16gb Ram 512GB ssd TouchScreen X360 Windows 10 Installed +Office 13.3 Inch Screen Size Ultra Slim Laptopch SIZE,"KSh 42,999",(0),computers-accessories,Local Dispatch
Adjustable Laptop Stand Portable Aluminium Computer Stand Strong Computer Laptop Stand  Holder Riser Cooling Bracket,KSh 599,(3),computers-accessories,Local Dispatch
"NEW ARRIVAL: High-Quality  LOGITECHUltimate Black Performance Mouse Pad for Precision Gaming and Office Use - Anti-Slip Base, Smooth Surface, and Durable Design for Optimal Control and Comfort"" ",KSh 375,(0),computers-accessories,Local Dispatch
"{SPECIAL OFFER} LENOVO YOGA 11E 4GB RAM 256GB SSD 2 IN 1 TOUCHSCREEN X360 LAPTOP REFURBISHED LAPTOP , BLACK , 12"" INCH , INSTALLED WINDOWS 10 PRO AND FREE MOUSE","KSh 14,999",(0),computers-accessories,Local Dispatch
"{4GB RAM 500GB HDD}  HP Compaq Intel Pentium Processor 3,0GHz 4GB Ram 500GB HDD storage tower SFF desktop computer - Windows 10 - Ms Office - with 17 inch Monitor,mouse and Keyboard - Ready to use","KSh 17,000",(0),computers-accessories,Local Dispatch
" 8GB RAM, 500GB Hard disk, Lenovo X131E, 12.5'' Screen Display, Windows 11 PRO Activated, Office & Basic software Installed +Free Bag  + Charger  + Free wireless Mouse.
","KSh 16,999",(0),computers-accessories,Local Dispatch
"(ANNIVERSARY OFFER) REFURBISHED  LAPTOP| HP ELITEBOOK 8460P| CORE I5| 4GB RAM |500GB HDD| 3RD GENERATION| 14"" INCH| WINDOWS 10 PRO| FREE MOUSE| BLUETOOTH| WIFI","KSh 14,000",(2),computers-accessories,Local Dispatch
Refurbished Dell Latitude E7440 Intel Core i5 5th Generation 8GB RAM 500 GB HDD Storage 14 Inches HD Display Refurbished Laptops Notebook Computers,"KSh 16,499",(0),computers-accessories,Local Dispatch
"2.0 USB Extension Cable [1.5M,3M,5M,10M]  
",KSh 288,(0),computers-accessories,Local Dispatch
"2TB desktop internal hard drive
","KSh 1,999",(0),computers-accessories,Local Dispatch
ONTi 12 Colors SC APC/UPC Pigtail-SM(9/125) Fiber Optical Patch Cord/Pigtail 1M fanout LC/UPC fiber optic Pigtails SM simplex,"KSh 1,969",(0),computers-accessories,Oversea Shipment
VEFASONIC USB 3.0 Flash Drive 512GB 256GB 16GB 32GB 64GB 128GB Pendrive Memory Stick Storage Flashdisk 16G 32G 64G 128G 256G 512G Black,"KSh 1,161",(0),computers-accessories,Oversea Shipment
New Metal 32G 64G 128G USB Flash Drives flash disk business gifts creative flashdisk  flash disks flashdisks flash drive pendrive pen drive pendrive FlashDrive flashdrives Data Storage 32GB 64GB 128GB,KSh 399,(93),computers-accessories,Oversea Shipment
"Hp Elite x2 1012 G2 (2IN1) Intel core i5 7th GEN 8GB RAM | 256 GB SSD | BACKLIT KEYBOARD | DETACHABLE KEYBOARD | TOUCHSCREEN | 12.5 INCHES | TYPE C CHARGER ( THUNDERBOLT)
","KSh 39,700",(1),computers-accessories,Local Dispatch
Motorcycle Bicycle Phone Holder Stand Auto Lock Moto Mobile Phone Holder Motor Bike Handlebar Clip Stand GPS Mount Bracket,KSh 999,(0),computers-accessories,Oversea Shipment
"Lenovo ThinkPad Yoga 11e Touchscreen 11.6"" Laptop Intel Celeron 
4+128GB SSD Webcam HDMI Wifi With Windows 10  touch screen laptop (BEST OFFER)","KSh 15,888",(0),computers-accessories,Local Dispatch
"Bolt Universal SIM 4G LTE Modem For Safaricom, Airtel & Telkom
WiFi Repeater USB Dongle Car Wi-fi Router Sim Card Slot","KSh 2,097",(0),computers-accessories,Local Dispatch
Huawei MateView GT,"KSh 72,000",(0),computers-accessories,Local Dispatch
Laptop Battery for HP 8440P 6550B TD06 482962-001 486296-001 8440W 6440B 6930P 6450B 6735B 6445B 6540B 6545B 6555B 6730B 6730B 66666 530B 65B 535B TD09 593578-001 High Performance,"KSh 2,599",(0),computers-accessories,Local Dispatch
14Pcs Set Mobile phone charging interface dust plug cleaning brushes set cleaning kit suitable for iPhone Type C Cleaning Kit For computer Keyboard Earphone Cleaner Computer Cleaner Set phone Cleaner,KSh 773,(0),computers-accessories,Oversea Shipment
Applicable to iphone Android Type-c USB 3.0 32G 64G 128GB USB Flash Drives flash drive Phone flash disk  flashdrive  flashdrives flashdisks flashdisk pendrive pendrives,"KSh 1,199",(16),computers-accessories,Oversea Shipment
"mini wireless backlight keyboard with mouse touch pad for Smart TV,Android Box,Laptop,X Box",KSh 950,(0),computers-accessories,Local Dispatch
High-speed network connection cable broadband cable portable laptop retractable network cable,KSh 289,(0),computers-accessories,Fulfilled By Kilimall
"2 pin Power Cable for  for Laptop, Radio, PS4, PC Monitors, Smart TV Monitor, Printer, Computer, Camera, Tape Recorder, Kettle, Digital Piano",KSh 399,(5),computers-accessories,Local Dispatch
"Laptop Battery for RO04 RO06XL RO06XL 38WH 805292-001 HP ProBook 430 G3 HP ProBook 440 G3 Series, HSTNN-PB6P HSTNN-LB7A 14.8V 2600mAh","KSh 2,799",(0),computers-accessories,Local Dispatch
"300M WiFi Extender, WiFi Booster, WiFi Repeater, Covers Up to 3000 Sq.ft and 45 Devices, Internet Booster - with Ethernet Port, Quick Setup, Home Wireless Signal Booster, UK plug,","KSh 1,399",(0),computers-accessories,Fulfilled By Kilimall
Limited special offer Hp ProBook 6470b | Core i5 3rd Gen | 8GB RAM | 500GB HDD | Windows 10 | Refurbished Laptop Computer | Notebook  with charger Black 14 inch,"KSh 15,400",(3),computers-accessories,Local Dispatch
4K Adapter - Type C To HD/USB 3.0/Type-C - USB C Type C To HDMI USB 3.0 USB-C HUB Adapter Type-C Extender HD 4K Converter For Macbook Air Pro Super Speed Transfer and wide compatiblity,"KSh 1,069",(0),computers-accessories,Local Dispatch
Logitech G304 LIGHTSPEED Wireless Gaming Mouse,"KSh 1,200",(0),computers-accessories,Local Dispatch
"(SPECIAL OFFER) TOUCHSCREEN HP PROBOOK X360 11E  7TH GENERATION I,NTEL CORE I5  ,8GB Ram 256GB SSD 11.6 inch 6 Months Warranty  Laptop Computer Notebook Laptop","KSh 22,499",(3),computers-accessories,Local Dispatch
"900*400mm Oversized Mouse Pad Starry Sky Anti-slip Keyboard Pad Desk Mat
","KSh 1,299",(0),computers-accessories,Oversea Shipment
"Digital To Analog Audio Converter, Digital To Analog Audio Coaxial Converter, Optical SPDIF Toslink Coaxial to Analog Stereo L/R Converter with Optical Cable and Power Adapter -",KSh 849,(0),computers-accessories,Local Dispatch
"4K Very High Speed HDMI Cable - 1.5M, 3M, 5M, 10M, 15M, 20M, 30M Very high speed and device compatible with warrant",KSh 269,(0),computers-accessories,Local Dispatch
Adjustable Foldable Laptop Stand Stand Portable.,KSh 750,(0),computers-accessories,Local Dispatch
"HP EliteBook 840 G5-Core I7, 8GB RAM, 256GB-8th Gen SSD-Refurbished-14""- Dos-Silver","KSh 33,999",(0),computers-accessories,Local Dispatch
Best Original Quality flash 16GB / 64GB Sandisk Flash Disk - Cruizer Blade Pen Drive Pen Drive USB Flash Drives Flash Disk,KSh 599,(0),computers-accessories,Local Dispatch
"Special Offer Refurbished LenovoThinkpad  X270 Core I5 8gb Ram 256 ssd 7th Generation ,12.5"" Inch Screen Size, Windows 10  With windows 10 and Office Installed","KSh 16,999",(1),computers-accessories,Local Dispatch
Universal Video Capture Card Live Broadcast With Audio -WITH WARRANT,"KSh 2,499",(1),computers-accessories,Local Dispatch
9.5mm Universal 2nd HDD/SSD Hard Drive Caddy For CD/DVD-ROM,KSh 987,(0),computers-accessories,Local Dispatch
